Date,Open,High,Low,Close
2025-05-12,55.44,55.5,52.09,52.17
2025-05-13,51.36,51.9,50.285,51.82
2025-05-14,51.91,53.17,51.81,52.94
2025-05-15,53.43,53.975,51.99,52.07
2025-05-16,51.59,52.31,51.24,51.83
2025-05-19,53.88,54.235,52.07,52.47
2025-05-20,52.28,53.36,51.88,52.09
2025-05-21,53.14,56.375,52.16,55.66
2025-05-22,56.02,56.39,54.211,55.1
2025-05-23,59.0,59.36,56.91,58.79
2025-05-27,55.13,55.8,52.83,52.88
2025-05-28,52.765,53.88,52.76,53.49
2025-05-29,52.15,54.36,52.09,53.55
2025-05-30,54.25,55.96,53.26,53.83
2025-06-02,54.34,54.81,53.19,53.28
2025-06-03,53.03,53.265,51.93,52.11
2025-06-04,51.9,52.479,51.76,52.02
2025-06-05,51.425,53.53,50.56,53.02
2025-06-06,51.63,51.75,50.655,50.81
2025-06-09,50.5,50.77,49.85,50.32
2025-06-10,50.28,50.53,49.764,50.08
2025-06-11,49.18,51.29,48.67,50.51
2025-06-12,51.21,51.515,50.26,51.16
2025-06-13,53.585,56.01,52.23,55.15
2025-06-16,52.97,52.98,50.84,51.29
2025-06-17,52.28,55.22,51.94,54.22
2025-06-18,54.24,54.856,51.87,52.9
2025-06-20,52.39,54.24,52.07,53.46
2025-06-23,53.31,55.57,52.61,52.79
2025-06-24,50.03,50.09,49.09,49.15
2025-06-25,48.6,49.36,48.48,48.52
2025-06-26,48.5,48.5,47.98,48.41
2025-06-27,47.88,49.29,47.84,48.27
2025-06-30,47.74,48.45,47.61,48.05
2025-07-01,48.34,48.4,47.53,48.04
2025-07-02,48.07,48.26,47.44,47.91
2025-07-03,47.06,47.63,46.81,47.57
2025-07-07,48.075,48.97,47.82,48.14
2025-07-08,47.13,47.31,46.55,46.85
2025-07-09,45.74,46.195,45.23,45.26
2025-07-10,45.09,45.39,44.77,44.95
2025-07-11,45.89,46.02,44.69,45.2
2025-07-14,45.67,45.95,45.36,45.87
2025-07-15,44.91,45.67,44.835,45.61
2025-07-16,45.48,48.1,45.215,45.91
2025-07-17,45.65,45.96,45.43,45.85
2025-07-18,45.24,45.64,45.01,45.01
2025-07-21,44.64,44.86,43.89,44.86
2025-07-22,44.59,45.768,44.41,44.65
2025-07-23,43.98,44.35,42.7,42.81
2025-07-24,42.51,42.815,42.16,42.68
2025-07-25,42.81,42.85,42.22,42.33
2025-07-28,41.45,41.74,41.14,41.15
2025-07-29,40.69,42.355,40.46,42.1
2025-07-30,41.935,42.998,41.55,42.39
2025-07-31,41.39,42.78,41.11,42.46
2025-08-01,44.53,46.97,44.49,45.91
2025-08-04,44.63,44.74,42.85,42.92
2025-08-05,42.64,44.53,42.64,43.25
2025-08-06,43.15,43.47,41.875,41.93
2025-08-07,41.36,42.898,41.201,42.21
2025-08-08,41.56,41.68,40.75,40.81
2025-08-11,40.67,41.23,40.36,41.0
2025-08-12,40.22,40.3,39.2,39.3
2025-08-13,38.73,39.31,38.65,39.02
2025-08-14,39.79,39.85,38.935,39.18
2025-08-15,38.91,39.36,38.775,39.04
2025-08-18,38.97,38.99,37.89,38.1
2025-08-19,37.67,39.03,37.639,38.82
2025-08-20,38.89,40.075,38.495,38.67
2025-08-21,39.14,39.81,38.83,39.27
2025-08-22,39.035,39.09,35.97,35.98
2025-08-25,36.375,36.62,35.85,36.14
2025-08-26,36.37,36.43,35.82,35.86
2025-08-27,36.0,36.49,35.6,36.01
2025-08-28,35.52,36.04,35.37,35.45
2025-08-29,35.46,36.605,35.281,36.27
2025-09-02,38.21,38.94,37.35,37.39
2025-09-03,37.17,37.26,36.44,36.46
2025-09-04,36.24,36.33,35.33,35.38
2025-09-05,34.56,36.49,34.5,35.47
2025-09-08,35.1,35.201,34.724,34.81
2025-09-09,34.96,35.415,34.6,34.64
2025-09-10,34.22,34.765,34.08,34.44
2025-09-11,33.9,34.11,33.643,33.68
2025-09-12,33.66,33.755,33.25,33.68
